,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
21399,19,Private,67759,High school graduate,9,Single,Machine inspectors,Child,White,Male,0,0,43,United States,<=50K
21400,53,Private,200190,College,10,Divorced,Craft and repair,Not in family,White,Male,0,0,40,United States,>50K
21401,49,Private,403112,High school graduate,9,Divorced,Service,Single,Black,Female,0,0,32,United States,<=50K
21403,31,Private,142675,College,10,Single,Managerial,Child,White,Male,0,0,40,United States,<=50K
21404,47,Self employed,88500,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,35,United States,<=50K
21405,35,Local government,145308,College,10,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
21406,47,Local government,204377,College,10,Single,Service,Child,White,Female,0,0,20,United States,<=50K
21407,43,Self employed,260696,Masters,14,Divorced,Professional,Not in family,White,Female,0,0,20,United States,<=50K
21408,51,Private,231181,College,10,Single,Machine inspectors,Not in family,White,Male,0,0,21,United States,<=50K
21409,54,Private,260052,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
21410,76,Local government,178665,9th,5,Married civilian,Service,Husband,White,Male,0,0,30,United States,<=50K
21411,33,Private,226267,7th-8th,4,Single,Sales,Not in family,White,Male,0,0,43,Mexico,<=50K
21412,19,Private,111232,12th,8,Single,Transport,Child,White,Male,0,0,15,United States,<=50K
21413,49,Private,87928,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,5013,0,40,United States,<=50K
21414,26,Private,212748,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
21415,23,Private,110677,College,10,Single,Service,Child,White,Female,0,0,15,United States,<=50K
21416,49,Private,139268,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,7298,0,40,United States,>50K
21417,24,Private,306779,College,10,Single,Sales,Not in family,White,Male,0,0,65,United States,<=50K
21418,48,Private,318331,High school graduate,9,Single,Sales,Child,White,Male,0,0,40,United States,<=50K
21419,36,State government,143385,College,10,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,<=50K
21420,33,Private,288273,12th,8,Separated,Administrative,Single,White,Female,1471,0,40,United States,<=50K
21421,31,Private,167725,Bachelors,13,Married civilian,Professional,Husband,Asian-Pac-Islander,Male,15024,0,48,Philippines,>50K
21422,53,Private,94081,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,44,United States,>50K
21423,22,Private,194723,Bachelors,13,Single,Administrative,Child,White,Female,0,0,10,United States,<=50K
21424,43,Private,163985,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21425,31,Private,189759,Associate academic,12,Married civilian,Administrative,Husband,White,Male,0,0,40,Italy,<=50K
21426,53,State government,195922,Masters,14,Divorced,Professional,Not in family,White,Female,0,0,40,United States,<=50K
21427,36,Federal government,54159,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,45,United States,<=50K
21428,47,Local government,166863,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
21429,52,Private,104501,College,10,Married civilian,Professional,Husband,White,Male,0,0,40,Germany,>50K
21430,39,Private,210626,High school graduate,9,Divorced,Machine inspectors,Single,White,Female,0,0,40,United States,<=50K
21431,24,Private,448026,Bachelors,13,Single,Sales,Child,White,Male,0,0,40,United States,<=50K
21432,17,Local government,170916,10th,6,Single,Protective services,Child,White,Female,0,1602,40,United States,<=50K
21433,53,Local government,283602,Masters,14,Married civilian,Professional,Wife,White,Female,15024,0,40,United States,>50K
21434,21,Private,189749,College,10,Single,Sales,Child,White,Male,0,0,40,United States,<=50K
21435,29,Private,90934,Bachelors,13,Single,Professional,Child,Asian-Pac-Islander,Male,0,0,64,Philippines,>50K
21436,34,State government,253121,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,40,United States,<=50K
21437,28,Private,181776,College,10,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
21438,61,Private,162397,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
21439,20,Private,70708,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,60,United States,<=50K
21440,47,State government,103406,High school graduate,9,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,<=50K
21441,40,Private,224658,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,45,United States,>50K
21442,26,Local government,213451,College,10,Single,Service,Child,Black,Female,0,0,10,Jamaica,<=50K
21443,53,Private,139671,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21444,26,Private,36201,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,50,United States,<=50K
21445,39,Private,237713,Professional school degree,15,Married civilian,Sales,Husband,White,Male,0,2415,99,United States,>50K
21446,17,Local government,173497,11th,7,Single,Professional,Child,Black,Male,0,0,15,United States,<=50K
21447,46,Private,375606,Doctorate,16,Single,Professional,Not in family,White,Male,0,0,40,United States,>50K
21448,34,Private,203488,Bachelors,13,Married civilian,Sales,Husband,White,Male,15024,0,40,United States,>50K
21449,45,Self employed,107231,Bachelors,13,Divorced,Professional,Not in family,White,Male,0,0,45,France,<=50K
21450,23,Private,216811,High school graduate,9,Single,Administrative,Child,White,Female,0,0,16,United States,<=50K
21451,41,Private,288679,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21452,26,Private,105516,Bachelors,13,Single,Sales,Not in family,White,Female,0,0,40,United States,<=50K
21453,28,Self employed,282972,Bachelors,13,Single,Professional,Not in family,White,Female,0,0,4,United States,<=50K
21454,18,Self employed,117372,11th,7,Single,Sales,Child,White,Male,0,0,15,United States,<=50K
21455,38,Private,112497,High school graduate,9,Single,Professional,Not in family,White,Male,0,0,40,United States,>50K
21456,28,Private,192384,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
21457,49,Private,43348,Masters,14,Single,Professional,Not in family,White,Male,0,0,40,United States,>50K
21458,29,Private,181822,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,40,United States,<=50K
21459,43,Local government,216070,Masters,14,Married civilian,Managerial,Wife,Amer-Indian-Eskimo,Female,0,0,50,United States,>50K
21460,34,State government,112062,Masters,14,Single,Professional,Single,White,Female,0,0,40,United States,<=50K
21461,30,Private,218551,Associate vocational,11,Married civilian,Sales,Husband,White,Male,0,0,45,United States,>50K
21462,25,Private,404616,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
21463,27,Private,169460,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,<=50K
21464,25,Private,240081,High school graduate,9,Single,Sales,Child,Black,Male,0,0,40,United States,<=50K
21465,22,Private,147655,College,10,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
21467,49,Private,60751,High school graduate,9,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,<=50K
21468,44,Self employed,194636,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,3137,0,50,United States,<=50K
21469,37,Self employed,154641,Associate academic,12,Married civilian,Agricultural,Husband,White,Male,2105,0,50,United States,<=50K
21470,39,Private,491000,Bachelors,13,Single,Managerial,Relative,Black,Male,0,0,45,United States,<=50K
21471,33,Private,399088,High school graduate,9,Divorced,Transport,Single,White,Female,0,0,40,United States,<=50K
21472,41,Self employed,186909,Masters,14,Married civilian,Sales,Wife,White,Female,0,1902,35,United States,>50K
21473,65,Private,105491,Bachelors,13,Married civilian,Managerial,Husband,White,Male,99999,0,40,United States,>50K
21474,40,Private,34987,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,53,United States,<=50K
21475,31,Private,288983,College,10,Single,Protective services,Not in family,White,Male,0,0,40,United States,<=50K
21476,28,Private,266070,College,10,Single,Managerial,Not in family,White,Female,0,0,40,United States,<=50K
21477,71,Private,110380,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,2467,52,United States,<=50K
21478,25,Local government,31873,Bachelors,13,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
21479,25,Private,294400,7th-8th,4,Married civilian,Craft and repair,Husband,White,Male,0,0,60,United States,<=50K
21480,36,Self employed,175769,Professional school degree,15,Married civilian,Craft and repair,Husband,White,Male,0,0,60,United States,<=50K
21481,56,Private,182273,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
21482,34,Private,106541,College,10,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
21483,39,Private,138192,Bachelors,13,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21484,31,Private,196791,Professional school degree,15,Divorced,Professional,Not in family,White,Female,0,0,45,United States,>50K
21485,22,Private,223019,High school graduate,9,Single,Administrative,Child,White,Female,0,0,20,United States,<=50K
21486,44,Private,109273,College,10,Single,Craft and repair,Not in family,White,Male,0,0,38,United States,<=50K
21487,60,Self employed,95490,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,45,United States,<=50K
21488,65,Private,149131,11th,7,Divorced,Machine inspectors,Relative,White,Male,0,0,40,United States,<=50K
21489,44,Private,219155,College,10,Married civilian,Sales,Husband,White,Male,0,0,50,England,>50K
21490,53,Local government,82783,High school graduate,9,Divorced,Managerial,Not in family,White,Male,0,0,40,United States,<=50K
21491,28,Private,214858,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
21492,41,Private,170230,Bachelors,13,Divorced,Managerial,Single,White,Female,0,0,45,United States,<=50K
21494,35,Private,90406,11th,7,Married civilian,Sales,Wife,White,Female,0,0,40,United States,<=50K
21495,41,Self employed,299813,9th,5,Married civilian,Sales,Wife,White,Female,0,0,70,Dominican Republic,<=50K
21496,28,Private,188064,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,35,Canada,<=50K
21497,53,Private,246117,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Mexico,<=50K
21498,26,Private,132749,College,10,Single,Service,Child,White,Female,0,0,45,United States,<=50K
21499,28,Local government,201099,High school graduate,9,Single,Transport,Child,Black,Female,0,0,40,United States,<=50K
21500,27,Private,97490,College,10,Divorced,Craft and repair,Single,White,Female,0,0,40,United States,<=50K
21501,27,Private,221252,High school graduate,9,Single,Administrative,Not in family,Amer-Indian-Eskimo,Female,0,0,8,United States,<=50K
21502,26,Private,116991,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21503,53,Private,161691,High school graduate,9,Widowed,Sales,Not in family,White,Female,0,0,35,United States,<=50K
21504,34,Private,107793,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Germany,>50K
21505,50,Self employed,194514,Masters,14,Single,Professional,Not in family,Black,Male,0,0,50,Trinadad & Tobago,<=50K
21506,30,Private,278502,High school graduate,9,Divorced,Administrative,Single,Black,Female,0,0,62,United States,<=50K
21507,47,Private,343742,High school graduate,9,Separated,Craft and repair,Single,Black,Male,0,0,40,United States,<=50K
21508,55,Federal government,31965,College,10,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
21510,35,Private,174308,College,10,Single,Transport,Child,White,Male,0,0,40,United States,<=50K
21512,39,Self employed,372525,Masters,14,Married civilian,Managerial,Husband,White,Male,0,0,60,United States,>50K
21513,30,Private,75167,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,55,United States,<=50K
21514,39,Private,176296,High school graduate,9,Married civilian,Transport,Husband,Black,Male,0,1887,40,United States,>50K
21515,19,Private,93518,College,10,Single,Sales,Child,White,Female,0,0,20,United States,<=50K
21516,57,Self employed,25124,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,60,United States,<=50K
21518,25,Self employed,21472,College,10,Single,Service,Not in family,White,Female,0,0,22,United States,<=50K
21519,32,Private,90969,Associate vocational,11,Married civilian,Transport,Husband,White,Male,0,0,45,United States,>50K
21520,26,Private,149734,High school graduate,9,Separated,Craft and repair,Single,Black,Female,0,1594,40,United States,<=50K
21521,42,Private,52849,College,10,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
21522,39,Self employed,106347,College,10,Divorced,Sales,Single,White,Male,0,0,47,United States,<=50K
21523,48,Private,199735,Bachelors,13,Divorced,Private Household Workers,Not in family,White,Female,0,0,44,Germany,<=50K
21524,24,Private,488541,College,10,Single,Service,Single,Black,Female,0,0,35,United States,<=50K
21525,46,Private,403911,Associate vocational,11,Married civilian,Craft and repair,Husband,Black,Male,0,0,40,United States,>50K
21526,53,Private,172991,College,10,Married civilian,Sales,Husband,White,Male,0,0,25,United States,<=50K
21527,36,Federal government,210945,College,10,Married civilian,Administrative,Husband,White,Male,0,0,70,United States,<=50K
21528,34,Private,157446,High school graduate,9,Divorced,Craft and repair,Single,White,Male,0,0,45,United States,<=50K
